order id,return date,return reason,days to return
ORD00002549,26-08-2023,Wrong item,18
ORD00002550,23-05-2024,Changed mind,9
ORD00002551,30-07-2024,Defective,10
ORD00002552,,,
ORD00002553,11-02-2023,Wrong item,16
ORD00002554,21-11-2024,Changed mind,30
ORD00002555,18-08-2023,Not as described,5
ORD00002556,,,
ORD00002557,13-04-2023,Not as described,6
ORD00002558,03-09-2024,Changed mind,30
ORD00002559,,,
ORD00002560,,,
ORD00002561,,,
ORD00002562,09-03-2023,Changed mind,24
ORD00002563,15-05-2024,Not as described,16
ORD00002564,,,
ORD00002565,,,
ORD00002566,06-12-2023,Defective,19
ORD00002567,08-02-2024,Changed mind,3
ORD00002568,,,
ORD00002569,24-07-2024,Defective,23
ORD00002570,10-12-2024,Wrong item,21
ORD00002571,26-12-2023,Not as described,19
ORD00002572,,,
ORD00002573,,,
ORD00002574,,,
ORD00002575,,,
ORD00002576,,,
ORD00002577,27-12-2023,Wrong item,13
ORD00002578,,,
ORD00002579,25-10-2023,Defective,9
ORD00002580,,,
ORD00002581,13-09-2024,Not as described,23
ORD00002582,,,
ORD00002583,16-09-2023,Not as described,16
ORD00002584,,,
ORD00002585,,,
ORD00002586,,,
ORD00002587,30-09-2024,Changed mind,5
ORD00002588,06-03-2024,Changed mind,19
ORD00002589,24-10-2023,Changed mind,4
ORD00002590,,,
ORD00002591,,,
ORD00002592,,,
ORD00002593,,,
ORD00002594,,,
ORD00002595,,,
ORD00002596,22-03-2023,Not as described,20
ORD00002597,13-11-2024,Changed mind,5
ORD00002598,09-08-2024,Defective,7
ORD00002599,07-02-2024,Defective,20
ORD00002600,09-10-2023,Changed mind,5
ORD00002601,,,
ORD00002602,,,
ORD00002603,,,
ORD00002604,,,
ORD00002605,18-07-2024,Defective,24
ORD00002606,16-11-2024,Not as described,12
ORD00002607,12-01-2024,Not as described,15
ORD00002608,21-11-2024,Wrong item,14
ORD00002609,,,
ORD00002610,,,
ORD00002611,,,
ORD00002612,,,
ORD00002613,18-02-2023,Defective,5
ORD00002614,,,
ORD00002615,29-11-2024,Defective,26
ORD00002616,,,
ORD00002617,,,
ORD00002618,,,
ORD00002619,23-12-2024,Wrong item,21
ORD00002620,10-07-2023,Wrong item,3
ORD00002621,,,
ORD00002622,,,
ORD00002623,12-07-2023,Not as described,23
ORD00002624,07-08-2024,Wrong item,19
ORD00002625,,,
ORD00002626,,,
ORD00002627,,,
ORD00002628,,,
ORD00002629,,,
ORD00002630,31-05-2023,Defective,12
ORD00002631,,,
ORD00002632,16-05-2024,Wrong item,24
ORD00002633,05-07-2023,Changed mind,2
ORD00002634,,,
ORD00002635,,,
ORD00002636,16-05-2023,Changed mind,4
ORD00002637,27-09-2023,Not as described,0
ORD00002638,,,
ORD00002639,25-02-2024,Changed mind,19
ORD00002640,20-05-2024,Changed mind,29
ORD00002641,,,
ORD00002642,,,
ORD00002643,,,
ORD00002644,,,
ORD00002645,,,
ORD00002646,,,
ORD00002647,,,
ORD00002648,15-04-2023,Defective,15
ORD00002649,,,
ORD00002650,,,
ORD00002651,09-06-2024,Defective,21
ORD00002652,,,
ORD00002653,28-03-2023,Not as described,4
ORD00002654,17-10-2024,Changed mind,14
ORD00002655,,,
ORD00002656,,,
ORD00002657,,,
ORD00002658,25-01-2023,Wrong item,24
ORD00002659,,,
ORD00002660,,,
ORD00002661,,,
ORD00002662,15-08-2024,Changed mind,27
ORD00002663,06-06-2023,Not as described,16
ORD00002664,23-07-2023,Not as described,19
ORD00002665,18-08-2024,Wrong item,22
ORD00002666,,,
ORD00002667,15-11-2024,Wrong item,11
ORD00002668,01-11-2024,Wrong item,25
ORD00002669,,,
ORD00002670,,,
ORD00002671,28-12-2023,Changed mind,12
ORD00002672,,,
ORD00002673,12-07-2023,Wrong item,29
ORD00002674,,,
ORD00002675,20-07-2023,Defective,22
ORD00002676,,,
ORD00002677,,,
ORD00002678,,,
ORD00002679,,,
ORD00002680,26-06-2024,Defective,23
ORD00002681,19-02-2024,Not as described,14
ORD00002682,17-06-2024,Defective,4
ORD00002683,,,
ORD00002684,,,
ORD00002685,07-10-2023,Defective,24
ORD00002686,,,
ORD00002687,,,
ORD00002688,05-08-2023,Changed mind,2
ORD00002689,,,
ORD00002690,,,
ORD00002691,29-01-2024,Not as described,13
ORD00002692,,,
ORD00002693,09-06-2024,Changed mind,4
ORD00002694,26-03-2024,Wrong item,30
ORD00002695,27-09-2024,Wrong item,7
ORD00002696,,,
ORD00002697,,,
ORD00002698,26-04-2024,Not as described,27
ORD00002699,27-05-2023,Not as described,1
ORD00002700,,,
ORD00002701,,,
ORD00002702,14-08-2024,Wrong item,18
ORD00002703,,,
ORD00002704,16-08-2023,Not as described,25
ORD00002705,,,
ORD00002706,,,
ORD00002707,02-05-2024,Not as described,4
ORD00002708,16-03-2024,Not as described,28
ORD00002709,28-08-2024,Defective,21
ORD00002710,27-01-2023,Defective,11
ORD00002711,,,
ORD00002712,18-07-2024,Changed mind,14
ORD00002713,,,
ORD00002714,,,
ORD00002715,31-01-2024,Wrong item,4
ORD00002716,13-06-2023,Defective,15
ORD00002717,,,
ORD00002718,,,
ORD00002719,21-06-2023,Wrong item,24
ORD00002720,08-05-2023,Wrong item,26
ORD00002721,28-01-2024,Changed mind,27
ORD00002722,,,
ORD00002723,,,
ORD00002724,31-01-2024,Not as described,13
ORD00002725,23-06-2023,Not as described,2
ORD00002726,,,
ORD00002727,20-01-2024,Wrong item,29
ORD00002728,,,
ORD00002729,,,
ORD00002730,,,
ORD00002731,25-01-2023,Not as described,2
ORD00002732,,,
ORD00002733,07-02-2023,Changed mind,12
ORD00002734,21-03-2024,Not as described,0
ORD00002735,31-01-2023,Defective,10
ORD00002736,08-11-2024,Defective,12
ORD00002737,15-09-2024,Wrong item,18
ORD00002738,11-03-2024,Defective,26
ORD00002739,,,
ORD00002740,13-12-2024,Not as described,13
ORD00002741,,,
ORD00002742,,,
ORD00002743,02-09-2023,Not as described,3
ORD00002744,19-12-2023,Defective,7
ORD00002745,,,
ORD00002746,02-04-2024,Wrong item,14
ORD00002747,,,
ORD00002748,27-01-2023,Changed mind,6
ORD00002749,,,
ORD00002750,,,
ORD00002751,08-03-2023,Wrong item,30
ORD00002752,,,
ORD00002753,,,
ORD00002754,26-11-2024,Not as described,22
ORD00002755,,,
ORD00002756,,,
ORD00002757,16-11-2023,Wrong item,3
ORD00002758,23-11-2023,Not as described,18
ORD00002759,,,
ORD00002760,,,
ORD00002761,29-03-2024,Not as described,8
ORD00002762,,,
ORD00002763,,,
ORD00002764,14-06-2023,Wrong item,14
ORD00002765,,,
ORD00002766,31-07-2024,Wrong item,27
ORD00002767,,,
ORD00002768,,,
ORD00002769,,,
ORD00002770,,,
ORD00002771,,,
ORD00002772,,,
ORD00002773,,,
ORD00002774,,,
ORD00002775,,,
ORD00002776,,,
ORD00002777,24-09-2023,Defective,16
ORD00002778,18-09-2024,Wrong item,20
ORD00002779,25-04-2024,Wrong item,13
ORD00002780,30-09-2023,Not as described,10
ORD00002781,09-11-2023,Wrong item,11
ORD00002782,,,
ORD00002783,,,
ORD00002784,09-02-2023,Changed mind,1
ORD00002785,26-07-2024,Defective,7
ORD00002786,16-06-2023,Defective,7
ORD00002787,18-06-2024,Defective,7
ORD00002788,,,
ORD00002789,,,
ORD00002790,,,
ORD00002791,,,
ORD00002792,,,
ORD00002793,,,
ORD00002794,30-10-2023,Not as described,17
ORD00002795,,,
ORD00002796,28-12-2023,Not as described,22
ORD00002797,,,
ORD00002798,20-10-2024,Wrong item,22
ORD00002799,,,
ORD00002800,21-09-2023,Not as described,2
ORD00002801,13-08-2023,Wrong item,1
ORD00002802,16-10-2023,Wrong item,1
ORD00002803,,,
ORD00002804,21-04-2024,Changed mind,24
ORD00002805,08-10-2023,Defective,4
ORD00002806,26-09-2023,Defective,0
ORD00002807,,,
ORD00002808,12-03-2023,Wrong item,8
ORD00002809,,,
ORD00002810,28-11-2024,Wrong item,15
ORD00002811,15-11-2024,Defective,25
ORD00002812,06-08-2023,Changed mind,15
ORD00002813,,,
ORD00002814,,,
ORD00002815,,,
ORD00002816,,,
ORD00002817,,,
ORD00002818,26-09-2024,Not as described,2
ORD00002819,,,
ORD00002820,,,
ORD00002821,,,
ORD00002822,24-01-2024,Changed mind,8
ORD00002823,22-01-2023,Defective,11
ORD00002824,28-12-2024,Wrong item,30
ORD00002825,08-12-2024,Not as described,0
ORD00002826,,,
ORD00002827,,,
ORD00002828,09-04-2023,Not as described,1
ORD00002829,26-07-2024,Defective,25
ORD00002830,,,
ORD00002831,,,
ORD00002832,06-06-2023,Defective,2
ORD00002833,02-03-2023,Not as described,0
ORD00002834,,,
ORD00002835,29-04-2024,Not as described,15
ORD00002836,,,
ORD00002837,23-05-2023,Changed mind,6
ORD00002838,17-05-2024,Defective,27
ORD00002839,,,
ORD00002840,04-02-2024,Defective,25
ORD00002841,06-08-2024,Changed mind,6
ORD00002842,,,
ORD00002843,15-01-2023,Defective,3
ORD00002844,,,
ORD00002845,,,
ORD00002846,01-06-2024,Wrong item,3
ORD00002847,,,
ORD00002848,28-03-2024,Changed mind,29
ORD00002849,06-05-2024,Wrong item,8
ORD00002850,06-02-2023,Wrong item,15
ORD00002851,12-06-2024,Changed mind,3
ORD00002852,09-06-2023,Changed mind,9
ORD00002853,19-09-2023,Changed mind,3
ORD00002854,09-02-2024,Defective,6
ORD00002855,08-12-2024,Changed mind,14
ORD00002856,,,
ORD00002857,17-04-2024,Not as described,29
ORD00002858,,,
ORD00002859,27-02-2024,Defective,22
ORD00002860,11-02-2024,Wrong item,5
ORD00002861,10-02-2023,Changed mind,0
ORD00002862,,,
ORD00002863,,,
ORD00002864,,,
ORD00002865,,,
ORD00002866,13-02-2023,Wrong item,13
ORD00002867,,,
ORD00002868,10-06-2024,Not as described,29
ORD00002869,,,
ORD00002870,04-12-2023,Changed mind,21
ORD00002871,09-01-2025,Defective,13
ORD00002872,12-04-2024,Defective,2
ORD00002873,28-03-2024,Wrong item,7
ORD00002874,10-12-2023,Wrong item,12
ORD00002875,,,
ORD00002876,03-09-2023,Not as described,24
ORD00002877,,,
ORD00002878,21-02-2023,Not as described,29
ORD00002879,05-04-2023,Changed mind,27
ORD00002880,,,
ORD00002881,13-01-2024,Defective,13
ORD00002882,28-08-2023,Changed mind,30
ORD00002883,30-07-2023,Wrong item,15
ORD00002884,,,
ORD00002885,10-05-2024,Not as described,6
ORD00002886,10-02-2023,Defective,29
ORD00002887,,,
ORD00002888,,,
ORD00002889,,,
ORD00002890,28-01-2025,Defective,29
ORD00002891,,,
ORD00002892,,,
ORD00002893,,,
ORD00002894,18-06-2024,Defective,22
ORD00002895,09-02-2024,Defective,1
ORD00002896,,,
ORD00002897,,,
ORD00002898,25-05-2024,Defective,13
ORD00002899,28-08-2023,Wrong item,1
ORD00002900,19-06-2024,Wrong item,5
ORD00002901,,,
ORD00002902,,,
ORD00002903,21-11-2023,Not as described,22
ORD00002904,,,
ORD00002905,01-12-2024,Defective,15
ORD00002906,,,
ORD00002907,11-02-2024,Defective,24
ORD00002908,,,
ORD00002909,25-05-2023,Wrong item,22
ORD00002910,,,
ORD00002911,,,
ORD00002912,,,
ORD00002913,,,
ORD00002914,,,
ORD00002915,,,
ORD00002916,18-08-2023,Changed mind,20
ORD00002917,12-04-2024,Defective,6
ORD00002918,,,
ORD00002919,10-06-2024,Changed mind,17
ORD00002920,12-11-2024,Changed mind,3
ORD00002921,,,
ORD00002922,,,
ORD00002923,22-08-2023,Defective,20
ORD00002924,26-06-2023,Defective,27
ORD00002925,,,
ORD00002926,,,
ORD00002927,,,
ORD00002928,,,
ORD00002929,,,
ORD00002930,31-01-2023,Defective,21
ORD00002931,02-09-2023,Defective,14
ORD00002932,18-12-2024,Wrong item,11
ORD00002933,31-05-2023,Not as described,6
ORD00002934,,,
ORD00002935,,,
ORD00002936,29-10-2023,Changed mind,26
ORD00002937,,,
ORD00002938,,,
ORD00002939,,,
ORD00002940,27-11-2023,Not as described,0
ORD00002941,11-07-2023,Wrong item,4
ORD00002942,,,
ORD00002943,,,
ORD00002944,,,
ORD00002945,19-04-2023,Not as described,24
ORD00002946,,,
ORD00002947,,,
ORD00002948,02-02-2024,Wrong item,12
ORD00002949,,,
ORD00002950,,,
ORD00002951,,,
ORD00002952,12-10-2023,Defective,2
ORD00002953,29-10-2024,Not as described,30
ORD00002954,,,
ORD00002955,,,
ORD00002956,,,
ORD00002957,04-05-2024,Not as described,2
ORD00002958,,,
ORD00002959,24-10-2023,Changed mind,27
ORD00002960,12-08-2024,Wrong item,3
ORD00002961,,,
ORD00002962,01-04-2023,Changed mind,23
ORD00002963,08-07-2023,Not as described,25
ORD00002964,,,
ORD00002965,17-01-2023,Wrong item,4
ORD00002966,,,
ORD00002967,,,
ORD00002968,06-09-2023,Changed mind,30
ORD00002969,18-05-2023,Changed mind,3
ORD00002970,03-01-2024,Defective,27
ORD00002971,,,
ORD00002972,21-02-2024,Not as described,30
ORD00002973,,,
ORD00002974,,,
ORD00002975,,,
ORD00002976,23-11-2023,Wrong item,22
ORD00002977,16-02-2024,Changed mind,26
ORD00002978,05-03-2023,Defective,10
ORD00002979,,,
ORD00002980,22-07-2024,Defective,29
ORD00002981,02-02-2023,Defective,8
ORD00002982,,,
ORD00002983,03-11-2024,Not as described,18
ORD00002984,,,
ORD00002985,10-01-2024,Changed mind,26
ORD00002986,,,
ORD00002987,18-01-2024,Not as described,6
ORD00002988,,,
ORD00002989,,,
ORD00002990,,,
ORD00002991,,,
ORD00002992,,,
ORD00002993,03-10-2024,Wrong item,30
ORD00002994,30-12-2024,Defective,3
ORD00002995,27-05-2024,Defective,22
ORD00002996,22-09-2024,Defective,2
ORD00002997,18-05-2023,Changed mind,7
ORD00002998,30-12-2024,Changed mind,26
ORD00002999,13-12-2023,Not as described,8
ORD00003000,,,
ORD00003001,,,
ORD00003002,22-01-2024,Not as described,23
ORD00003003,,,
ORD00003004,,,
ORD00003005,05-08-2023,Not as described,3
ORD00003006,,,
ORD00003007,16-08-2023,Wrong item,23
ORD00003008,,,
ORD00003009,04-12-2024,Defective,6
ORD00003010,,,
ORD00003011,28-03-2024,Defective,11
ORD00003012,21-05-2024,Defective,17
ORD00003013,11-05-2023,Defective,27
ORD00003014,,,
ORD00003015,,,
ORD00003016,30-03-2023,Changed mind,25
ORD00003017,21-02-2024,Changed mind,6
ORD00003018,,,
ORD00003019,28-12-2023,Wrong item,11
ORD00003020,02-07-2023,Changed mind,26
ORD00003021,,,
ORD00003022,,,
ORD00003023,22-10-2024,Defective,25
ORD00003024,,,
ORD00003025,,,
ORD00003026,13-02-2023,Defective,8
ORD00003027,10-11-2024,Defective,27
ORD00003028,23-01-2023,Changed mind,21
ORD00003029,,,
ORD00003030,10-02-2024,Changed mind,26
ORD00003031,,,
ORD00003032,,,
ORD00003033,,,
ORD00003034,06-12-2024,Changed mind,10
ORD00003035,04-03-2024,Wrong item,8
ORD00003036,,,
ORD00003037,,,
ORD00003038,23-05-2024,Defective,1
ORD00003039,04-12-2023,Changed mind,7
ORD00003040,,,
ORD00003041,12-10-2023,Changed mind,30
ORD00003042,28-03-2023,Changed mind,1
ORD00003043,,,
ORD00003044,,,
ORD00003045,,,
ORD00003046,,,
ORD00003047,,,
ORD00003048,05-05-2023,Changed mind,7
ORD00003049,25-06-2024,Defective,12
ORD00003050,04-03-2024,Wrong item,19
ORD00003051,14-07-2023,Wrong item,9
ORD00003052,,,
ORD00003053,,,
ORD00003054,,,
ORD00003055,30-05-2023,Defective,2
ORD00003056,20-04-2023,Defective,13
ORD00003057,07-07-2024,Changed mind,17
ORD00003058,30-12-2024,Wrong item,9
ORD00003059,22-04-2024,Wrong item,13
ORD00003060,,,
ORD00003061,,,
ORD00003062,,,
ORD00003063,,,
ORD00003064,04-11-2024,Defective,7
ORD00003065,,,
ORD00003066,,,
ORD00003067,16-05-2023,Not as described,18
ORD00003068,,,
ORD00003069,06-08-2023,Defective,16
ORD00003070,,,
ORD00003071,,,
ORD00003072,,,
ORD00003073,16-10-2023,Not as described,29
ORD00003074,,,
ORD00003075,18-02-2024,Not as described,0
ORD00003076,,,
ORD00003077,,,
ORD00003078,09-12-2024,Wrong item,17
ORD00003079,,,
ORD00003080,11-12-2024,Changed mind,3
ORD00003081,25-08-2023,Wrong item,13
ORD00003082,03-08-2023,Changed mind,2
ORD00003083,,,
ORD00003084,,,
ORD00003085,,,
ORD00003086,,,
ORD00003087,21-04-2024,Defective,26
ORD00003088,,,
ORD00003089,,,
ORD00003090,11-09-2023,Wrong item,20
ORD00003091,19-09-2023,Defective,0
ORD00003092,22-12-2024,Wrong item,17
ORD00003093,11-02-2023,Not as described,27
ORD00003094,22-11-2024,Changed mind,10
ORD00003095,,,
ORD00003096,05-06-2024,Wrong item,19
ORD00003097,29-03-2024,Changed mind,9
ORD00003098,,,
ORD00003099,25-03-2024,Not as described,9
ORD00003100,,,
ORD00003101,,,
ORD00003102,25-11-2023,Changed mind,3
ORD00003103,,,
ORD00003104,,,
ORD00003105,,,
ORD00003106,10-01-2025,Not as described,24
ORD00003107,18-08-2023,Not as described,13
ORD00003108,,,
ORD00003109,11-07-2023,Wrong item,29
ORD00003110,20-09-2023,Defective,19
ORD00003111,,,
ORD00003112,,,
ORD00003113,05-10-2024,Wrong item,23
ORD00003114,,,
ORD00003115,22-06-2024,Not as described,23
ORD00003116,03-07-2023,Defective,2
ORD00003117,05-07-2024,Wrong item,26
ORD00003118,,,
ORD00003119,,,
ORD00003120,28-02-2024,Wrong item,8
ORD00003121,20-10-2024,Wrong item,12
ORD00003122,,,
ORD00003123,17-02-2024,Not as described,10
ORD00003124,,,
ORD00003125,29-10-2024,Defective,14
ORD00003126,25-02-2024,Wrong item,3
ORD00003127,,,
ORD00003128,21-09-2023,Not as described,10
ORD00003129,,,
ORD00003130,14-03-2024,Wrong item,25
ORD00003131,,,
ORD00003132,,,
ORD00003133,20-01-2023,Wrong item,4
ORD00003134,,,
ORD00003135,01-04-2023,Not as described,19
ORD00003136,23-06-2023,Changed mind,13
ORD00003137,,,
ORD00003138,,,
ORD00003139,03-08-2023,Wrong item,29
ORD00003140,,,
ORD00003141,22-09-2023,Not as described,28
ORD00003142,12-12-2024,Wrong item,22
ORD00003143,13-08-2023,Not as described,8
ORD00003144,20-06-2024,Defective,27
ORD00003145,,,
ORD00003146,,,
ORD00003147,,,
ORD00003148,10-09-2023,Changed mind,2
ORD00003149,11-07-2024,Not as described,9
ORD00003150,,,
ORD00003151,,,
ORD00003152,06-08-2023,Not as described,23
ORD00003153,,,
ORD00003154,23-04-2024,Wrong item,19
ORD00003155,,,
ORD00003156,07-05-2023,Defective,10
ORD00003157,,,
ORD00003158,20-12-2023,Not as described,21
ORD00003159,,,
ORD00003160,19-11-2024,Defective,3
ORD00003161,06-09-2024,Defective,11
ORD00003162,19-08-2023,Wrong item,24
ORD00003163,29-09-2024,Wrong item,11
ORD00003164,22-12-2024,Changed mind,24
ORD00003165,15-03-2023,Wrong item,16
ORD00003166,,,
ORD00003167,,,
ORD00003168,23-02-2024,Changed mind,20
ORD00003169,,,
ORD00003170,,,
ORD00003171,30-04-2024,Not as described,9
ORD00003172,,,
ORD00003173,,,
ORD00003174,20-08-2023,Defective,22
ORD00003175,,,
ORD00003176,20-06-2024,Defective,28
ORD00003177,03-10-2024,Changed mind,14
ORD00003178,,,
ORD00003179,15-09-2024,Changed mind,17
ORD00003180,11-02-2023,Changed mind,14
ORD00003181,,,
ORD00003182,,,
ORD00003183,,,
ORD00003184,,,
ORD00003185,,,
ORD00003186,,,
ORD00003187,,,
ORD00003188,,,
ORD00003189,25-01-2023,Wrong item,4
ORD00003190,,,
ORD00003191,12-04-2023,Not as described,11
ORD00003192,,,
ORD00003193,,,
ORD00003194,,,
ORD00003195,13-08-2024,Not as described,9
ORD00003196,11-11-2024,Wrong item,11
ORD00003197,,,
ORD00003198,,,
ORD00003199,04-05-2023,Wrong item,22
ORD00003200,17-02-2023,Not as described,28
ORD00003201,12-03-2024,Wrong item,12
ORD00003202,27-07-2023,Changed mind,25
ORD00003203,,,
ORD00003204,,,
ORD00003205,20-07-2024,Defective,6
ORD00003206,21-11-2024,Wrong item,28
ORD00003207,28-02-2023,Wrong item,30
ORD00003208,23-07-2024,Changed mind,10
ORD00003209,,,
ORD00003210,,,
ORD00003211,05-02-2023,Changed mind,3
ORD00003212,,,
ORD00003213,,,
ORD00003214,12-07-2023,Wrong item,30
ORD00003215,,,
ORD00003216,03-04-2023,Wrong item,27
ORD00003217,28-05-2023,Wrong item,13
ORD00003218,,,
ORD00003219,23-01-2024,Changed mind,14
ORD00003220,21-11-2023,Changed mind,14
ORD00003221,20-10-2023,Defective,21
ORD00003222,04-03-2023,Wrong item,13
ORD00003223,,,
ORD00003224,21-05-2023,Wrong item,17
ORD00003225,18-04-2024,Changed mind,3
ORD00003226,11-09-2023,Defective,3
ORD00003227,,,
ORD00003228,,,
ORD00003229,,,
ORD00003230,29-09-2023,Wrong item,6
ORD00003231,,,
ORD00003232,,,
ORD00003233,,,
ORD00003234,,,
ORD00003235,,,
ORD00003236,12-07-2024,Not as described,22
ORD00003237,,,
ORD00003238,25-12-2023,Changed mind,15
ORD00003239,,,
ORD00003240,29-12-2024,Defective,5
ORD00003241,,,
ORD00003242,06-10-2023,Wrong item,22
ORD00003243,03-08-2024,Defective,10
ORD00003244,13-04-2023,Changed mind,29
ORD00003245,,,
ORD00003246,13-06-2023,Wrong item,10
ORD00003247,23-08-2024,Changed mind,7
ORD00003248,28-02-2023,Not as described,18
ORD00003249,14-06-2023,Defective,24
ORD00003250,01-02-2024,Defective,0
ORD00003251,11-11-2024,Not as described,6
ORD00003252,,,
ORD00003253,02-03-2024,Not as described,13
ORD00003254,01-09-2023,Changed mind,19
ORD00003255,03-08-2023,Changed mind,2
ORD00003256,05-07-2023,Changed mind,19
ORD00003257,,,
ORD00003258,,,
ORD00003259,,,
ORD00003260,,,
ORD00003261,,,
ORD00003262,,,
ORD00003263,21-03-2023,Changed mind,28
ORD00003264,,,
ORD00003265,05-01-2025,Defective,18
ORD00003266,,,
ORD00003267,29-06-2024,Defective,9
ORD00003268,13-04-2024,Not as described,15
ORD00003269,,,
ORD00003270,,,
ORD00003271,24-09-2024,Changed mind,16
ORD00003272,,,
ORD00003273,27-10-2023,Changed mind,30
ORD00003274,20-11-2024,Changed mind,22
ORD00003275,29-03-2024,Defective,9
ORD00003276,06-09-2024,Changed mind,0
ORD00003277,,,
ORD00003278,,,
ORD00003279,,,
ORD00003280,30-03-2023,Wrong item,21
ORD00003281,12-10-2024,Changed mind,10
ORD00003282,,,
ORD00003283,,,
ORD00003284,06-06-2024,Defective,23
ORD00003285,25-02-2024,Changed mind,30
ORD00003286,23-07-2024,Wrong item,19
ORD00003287,,,
ORD00003288,10-09-2024,Wrong item,21
ORD00003289,27-09-2023,Changed mind,8
ORD00003290,12-10-2024,Wrong item,0
ORD00003291,,,
ORD00003292,,,
ORD00003293,20-05-2024,Changed mind,18
ORD00003294,,,
ORD00003295,,,
ORD00003296,,,
ORD00003297,,,
ORD00003298,,,
ORD00003299,09-05-2024,Not as described,26
ORD00003300,,,
ORD00003301,04-01-2025,Not as described,25
ORD00003302,14-07-2024,Not as described,23
ORD00003303,29-08-2023,Not as described,14
ORD00003304,15-06-2023,Defective,26
ORD00003305,,,
ORD00003306,19-12-2023,Not as described,9
ORD00003307,12-01-2024,Wrong item,0
ORD00003308,03-11-2023,Wrong item,23
ORD00003309,,,
ORD00003310,,,
ORD00003311,,,
ORD00003312,19-02-2023,Not as described,30
ORD00003313,,,
ORD00003314,23-05-2024,Changed mind,30
ORD00003315,05-03-2024,Defective,4
ORD00003316,,,
ORD00003317,,,
ORD00003318,16-12-2024,Changed mind,30
ORD00003319,,,
ORD00003320,,,
ORD00003321,21-06-2023,Defective,16
ORD00003322,,,
ORD00003323,26-03-2023,Changed mind,28
ORD00003324,,,
ORD00003325,,,
ORD00003326,,,
ORD00003327,,,
ORD00003328,24-06-2024,Not as described,9
ORD00003329,17-12-2024,Not as described,25
ORD00003330,,,
ORD00003331,21-01-2025,Not as described,27
ORD00003332,,,
ORD00003333,,,
ORD00003334,,,
ORD00003335,06-05-2023,Changed mind,21
ORD00003336,11-04-2023,Wrong item,29
ORD00003337,,,
ORD00003338,18-01-2023,Not as described,14
ORD00003339,,,
ORD00003340,,,
ORD00003341,,,
ORD00003342,,,
ORD00003343,26-05-2024,Wrong item,3
ORD00003344,28-01-2024,Defective,27
ORD00003345,,,
ORD00003346,16-07-2023,Not as described,16
ORD00003347,26-02-2023,Wrong item,13
ORD00003348,,,
ORD00003349,07-01-2025,Not as described,20
ORD00003350,,,
ORD00003351,,,
ORD00003352,,,
ORD00003353,27-08-2023,Changed mind,6
ORD00003354,02-09-2023,Wrong item,7
ORD00003355,30-12-2024,Changed mind,8
ORD00003356,,,
ORD00003357,04-12-2023,Defective,13
ORD00003358,,,
ORD00003359,26-01-2023,Not as described,5
ORD00003360,04-09-2024,Defective,16
ORD00003361,,,
ORD00003362,,,
ORD00003363,26-10-2024,Changed mind,0
ORD00003364,,,
ORD00003365,09-02-2024,Changed mind,2
ORD00003366,,,
ORD00003367,24-08-2024,Changed mind,17
ORD00003368,25-05-2024,Defective,0
ORD00003369,09-05-2024,Defective,19
ORD00003370,30-08-2023,Defective,30
ORD00003371,06-09-2024,Wrong item,29
ORD00003372,,,
ORD00003373,15-04-2023,Defective,5
ORD00003374,,,
ORD00003375,20-05-2023,Changed mind,29
ORD00003376,,,
ORD00003377,,,
ORD00003378,,,
ORD00003379,,,
ORD00003380,22-10-2023,Defective,20
ORD00003381,,,
ORD00003382,,,
ORD00003383,,,
ORD00003384,,,
ORD00003385,25-06-2024,Changed mind,4
ORD00003386,01-02-2024,Defective,28
ORD00003387,13-06-2024,Defective,13
ORD00003388,29-11-2024,Defective,3
ORD00003389,,,
ORD00003390,,,
ORD00003391,,,
ORD00003392,08-12-2023,Wrong item,6
ORD00003393,20-11-2023,Wrong item,23
ORD00003394,18-12-2024,Changed mind,17
ORD00003395,16-06-2023,Defective,8
ORD00003396,23-04-2023,Defective,12
ORD00003397,07-07-2023,Changed mind,10
ORD00003398,,,
ORD00003399,,,
ORD00003400,26-03-2024,Changed mind,27
ORD00003401,,,
ORD00003402,,,
ORD00003403,17-01-2025,Defective,22
ORD00003404,01-07-2023,Defective,12
ORD00003405,25-06-2024,Wrong item,17
ORD00003406,28-09-2023,Defective,8
ORD00003407,,,
ORD00003408,08-10-2024,Changed mind,16
ORD00003409,,,
ORD00003410,,,
ORD00003411,,,
ORD00003412,,,
ORD00003413,,,
ORD00003414,,,
ORD00003415,14-06-2023,Defective,12
ORD00003416,30-07-2023,Changed mind,19
ORD00003417,14-07-2024,Wrong item,5
ORD00003418,,,
ORD00003419,18-07-2024,Defective,4
ORD00003420,02-09-2023,Not as described,14
ORD00003421,25-06-2024,Changed mind,26
ORD00003422,,,
ORD00003423,,,
ORD00003424,,,
ORD00003425,,,
ORD00003426,18-05-2024,Defective,9
ORD00003427,01-05-2023,Defective,3
ORD00003428,,,
ORD00003429,,,
ORD00003430,,,
ORD00003431,,,
ORD00003432,,,
ORD00003433,,,
ORD00003434,23-02-2024,Changed mind,16
ORD00003435,,,
ORD00003436,,,
ORD00003437,15-05-2023,Not as described,10
ORD00003438,,,
ORD00003439,16-05-2023,Changed mind,26
ORD00003440,,,
ORD00003441,30-01-2024,Not as described,21
ORD00003442,03-04-2023,Defective,1
ORD00003443,,,
ORD00003444,,,
ORD00003445,22-07-2023,Defective,16
ORD00003446,01-04-2024,Wrong item,15
ORD00003447,,,
ORD00003448,24-05-2024,Defective,15
ORD00003449,,,
